4.170000e-01	-4.169993e-01	4.539408e-01	-1.227606e-15	-7.028810e-15	1.571030e-07	-3.374405e-13	2.030326e-04	-1.118379e-02	4.713090e-05	-2.108614e-12	-3.682529e-13	9.800000e+00	3.065433e-01	3.178928e-01	3.122177e-01	3.122177e-01	3.065433e-01	3.178928e-01	3.122177e-01	3.122177e-01	3.093759e-01	3.207262e-01	3.150509e-01	3.150509e-01	3.093759e-01	3.207262e-01	3.150509e-01	3.150509e-01	
4.170000e-01	-4.169946e-01	4.537882e-01	-7.167155e-15	-3.787017e-14	1.105473e-06	-9.610264e-13	7.969620e-04	-1.879351e-02	1.431182e-04	-2.926305e-12	-6.772360e-13	9.800000e+00	3.113238e-01	3.331715e-01	3.222431e-01	3.222431e-01	3.113238e-01	3.331715e-01	3.222431e-01	3.222431e-01	3.167773e-01	3.386331e-01	3.277023e-01	3.277023e-01	3.167773e-01	3.386331e-01	3.277023e-01	3.277023e-01	
4.170000e-01	-4.169822e-01	4.535748e-01	-1.288842e-14	-5.461835e-14	2.884262e-06	-1.469200e-12	1.752969e-03	-2.345169e-02	1.985443e-04	-4.624484e-13	-4.211330e-13	9.800000e+00	3.145236e-01	3.461064e-01	3.303059e-01	3.303059e-01	3.145236e-01	3.461064e-01	3.303059e-01	3.303059e-01	3.224111e-01	3.540096e-01	3.382047e-01	3.382047e-01	3.224111e-01	3.540096e-01	3.382047e-01	3.382047e-01	
4.170000e-01	-4.169585e-01	4.533272e-01	-1.523897e-14	-5.014970e-14	4.846673e-06	-1.854343e-12	3.045227e-03	-2.571406e-02	1.850648e-04	1.092818e-12	-5.984796e-14	9.800000e+00	3.163219e-01	3.569590e-01	3.366270e-01	3.366270e-01	3.163219e-01	3.569590e-01	3.366270e-01	3.366270e-01	3.264717e-01	3.671321e-01	3.467936e-01	3.467936e-01	3.264717e-01	3.671321e-01	3.467936e-01	3.467936e-01	
4.170000e-01	-4.169202e-01	4.530669e-01	-1.446470e-14	-3.700078e-14	6.477564e-06	-2.128340e-12	4.650694e-03	-2.607276e-02	1.391870e-04	1.376966e-12	1.875381e-13	9.800000e+00	3.168893e-01	3.659738e-01	3.414138e-01	3.414138e-01	3.168893e-01	3.659738e-01	3.414138e-01	3.414138e-01	3.291479e-01	3.782627e-01	3.536946e-01	3.536946e-01	3.291479e-01	3.782627e-01	3.536946e-01	3.536946e-01	
4.170000e-01	-4.168645e-01	4.528106e-01	-1.198867e-14	-2.461226e-14	7.625645e-06	-2.304317e-12	6.548828e-03	-2.495970e-02	9.187898e-05	1.061044e-12	2.848271e-13	9.800000e+00	3.163882e-01	3.733791e-01	3.448619e-01	3.448619e-01	3.163882e-01	3.733791e-01	3.448619e-01	3.448619e-01	3.306196e-01	3.876474e-01	3.591207e-01	3.591207e-01	3.306196e-01	3.876474e-01	3.591207e-01	3.591207e-01	
4.170000e-01	-4.167883e-01	4.525713e-01	-9.125079e-15	-1.601497e-14	8.349331e-06	-2.394832e-12	8.721345e-03	-2.275020e-02	5.482703e-05	6.745183e-13	2.751127e-13	9.800000e+00	3.149718e-01	3.793885e-01	3.471548e-01	3.471548e-01	3.149718e-01	3.793885e-01	3.471548e-01	3.471548e-01	3.310560e-01	3.955154e-01	3.632711e-01	3.632711e-01	3.310560e-01	3.955154e-01	3.632711e-01	3.632711e-01	
4.170000e-01	-4.166892e-01	4.523582e-01	-6.653966e-15	-1.072146e-14	8.755781e-06	-2.411586e-12	1.115201e-02	-1.976673e-02	2.785352e-05	4.082093e-13	2.150623e-13	9.800000e+00	3.127836e-01	3.842002e-01	3.484634e-01	3.484634e-01	3.127836e-01	3.842002e-01	3.484634e-01	3.484634e-01	3.306147e-01	4.020790e-01	3.663308e-01	3.663308e-01	3.306147e-01	4.020790e-01	3.663308e-01	3.663308e-01	
4.170000e-01	-4.165645e-01	4.521777e-01	-4.855202e-15	-7.450059e-15	8.927914e-06	-2.365240e-12	1.382645e-02	-1.628281e-02	7.333697e-06	2.619432e-13	1.458180e-13	9.800000e+00	3.099571e-01	3.879966e-01	3.489457e-01	3.489457e-01	3.099571e-01	3.879966e-01	3.489457e-01	3.489457e-01	3.294414e-01	4.075327e-01	3.684699e-01	3.684699e-01	3.294414e-01	4.075327e-01	3.684699e-01	3.684699e-01	
4.170000e-01	-4.164119e-01	4.520335e-01	-3.696262e-15	-5.252743e-15	8.913893e-06	-2.265589e-12	1.673195e-02	-1.252706e-02	-9.754735e-06	1.844589e-13	8.894795e-14	9.800000e+00	3.066148e-01	3.909442e-01	3.487462e-01	3.487462e-01	3.066148e-01	3.909442e-01	3.487462e-01	3.487462e-01	3.276695e-01	4.120541e-01	3.698439e-01	3.698439e-01	3.276695e-01	4.120541e-01	3.698439e-01	3.698439e-01	
