0	0	0	0	0	0	0	0	1.5707963267949	-1.5707963267949	-1.20427718387609	1.5707963267949	-1.5707963267949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.000200907322899457	1.57082386338169	-1.57080759900773	-1.20413409934245	1.57076656704226	-1.5707969811312	-5.70520973708355e-06	0.00034665007104	-4.62103519432504e-20	-2.9725641677246e-20	-0.00034665007104	1.35597956195264e-19	-1.26936262293066e-19	8.19008409600182e-07	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.000200907322899457	1.57082386338169	-1.57080759900773	-1.20413409934245	1.57076656704226	-1.5707969811312	-5.70520973708355e-06	0.00137537910451966	1.63959835652346e-08	1.95070721205189e-08	-0.00137507547619245	7.42144268902261e-09	1.66410769505203e-08	2.94614554549455e-06	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.000200907322899457	1.57082386338169	-1.57080759900773	-1.20413409934245	1.57076656704226	-1.5707969811312	-5.70520973708355e-06	0.00306969682495757	3.65940550695182e-08	4.35376669281943e-08	-0.00306901915949867	1.65638542742392e-08	3.71410768936517e-08	6.57547697005761e-06	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.000200907322899457	1.57082386338169	-1.57080759900773	-1.20413409934245	1.57076656704226	-1.5707969811312	-5.70520973708355e-06	0.00541314008123777	6.45303942139527e-08	7.67748423806792e-08	-0.00541194507786564	2.92088986582266e-08	6.54950190386112e-08	1.15952747028582e-05	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.000200907322899457	1.57082386338169	-1.57080759900773	-1.20413409934245	1.57076656704226	-1.5707969811312	-5.70520973708355e-06	0.00838940665940354	1.00010661247968e-07	1.18987383344391e-07	-0.00838755461620907	4.52686103148354e-08	1.01505658570477e-07	1.79706184118421e-05	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.000200907322899457	1.57082386338169	-1.57080759900773	-1.20413409934245	1.57076656704226	-1.5707969811312	-5.70520973708355e-06	0.0119823285200986	1.42842115925115e-07	1.69945977690962e-07	-0.0119796833044248	6.46557477140161e-08	1.44977374088443e-07	2.56668751750955e-05	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.000715067994015772	1.5707439136308	-1.57092042458913	-1.20418987661912	1.57075264061814	-1.57086234963439	-0.000726086697404593	0.0161758717985672	1.92833617503062e-07	2.29423216297239e-07	-0.0161723008173887	8.72837933218193e-08	1.95716167605816e-07	3.46496994808446e-05	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.000715067994015772	1.5707439136308	-1.57092042458913	-1.20418987661912	1.57075264061814	-1.57086234963439	-0.000726086697404593	0.0209499951764712	1.01915311954975e-06	-1.61073636135552e-06	-0.0209335299830175	-1.28303849054318e-06	1.04398858684234e-06	3.30457643494385e-05	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.000715067994015772	1.5707439136308	-1.57092042458913	-1.20418987661912	1.57075264061814	-1.57086234963439	-0.000726086697404593	0.0262961595053634	1.27922764498617e-06	-2.02177518049567e-06	-0.0262754926102306	-1.61045310581914e-06	1.31040079819289e-06	4.14786105194634e-05	0	0	0	0	0	0	0
