8.320430e-01	-9.997524e+00	-9.969812e+00	4.143172e-01	-3.432545e+00	-7.314721e-02	3.462701e-02	-3.160824e-06	1.571007e+00	-1.570663e+00	-1.204271e+00	1.570927e+00	-1.570919e+00	-2.189715e-06	-2.069907e-04	3.651749e-02	2.296440e-02	1.032294e-03	2.025218e-02	-1.827014e-02	-9.370436e-04	
1.240167e+00	-1.998428e+01	-1.817915e+01	6.548926e-01	-3.426930e+00	-2.150428e+00	7.963522e-02	2.050272e-06	1.571433e+00	-1.570399e+00	-1.204259e+00	1.571117e+00	-1.571070e+00	-1.736959e-05	1.443041e-03	4.488193e-02	2.727007e-02	1.246731e-03	1.529560e-02	-8.892464e-03	-1.462748e-03	
1.378059e+00	-2.800950e+01	-2.279579e+01	7.593072e-01	-1.662087e+00	-4.854043e+00	9.547454e-02	2.798657e-05	1.571843e+00	-1.570151e+00	-1.204248e+00	1.571197e+00	-1.571071e+00	-2.003680e-05	3.779029e-03	3.479825e-02	2.162570e-02	1.057524e-03	-4.211268e-04	8.364248e-03	1.433505e-03	
1.359390e+00	-3.153548e+01	-2.479154e+01	7.825019e-01	5.073174e-01	-7.177213e+00	4.447760e-02	7.762745e-05	1.572104e+00	-1.569976e+00	-1.204238e+00	1.571110e+00	-1.570920e+00	8.076562e-06	6.113991e-03	1.723693e-02	1.316981e-02	1.034806e-03	-1.570925e-02	2.031891e-02	3.361659e-03	
1.259210e+00	-3.223844e+01	-2.499288e+01	7.352319e-01	2.230592e+00	-8.579295e+00	-1.266319e-01	1.496547e-04	1.572195e+00	-1.569889e+00	-1.204224e+00	1.570910e+00	-1.570696e+00	3.234623e-06	8.265489e-03	1.684310e-03	4.277234e-03	1.843956e-03	-2.271530e-02	2.300170e-02	-7.899924e-03	
1.148506e+00	-3.133524e+01	-2.408560e+01	6.185703e-01	3.144334e+00	-8.952543e+00	-1.648262e-01	2.425288e-04	1.572155e+00	-1.569887e+00	-1.204199e+00	1.570685e+00	-1.570486e+00	-1.912206e-04	1.029453e-02	-8.785523e-03	-3.536562e-03	3.178136e-03	-2.114983e-02	1.795302e-02	-3.155261e-02	
1.099469e+00	-2.963042e+01	-2.261514e+01	3.848210e-01	3.243504e+00	-8.482320e+00	1.970977e-01	3.555331e-04	1.572035e+00	-1.569954e+00	-1.204167e+00	1.570506e+00	-1.570350e+00	-5.469744e-04	1.232014e-02	-1.446854e-02	-9.427670e-03	2.491751e-03	-1.396684e-02	8.850759e-03	-3.095483e-02	
1.216693e+00	-2.765441e+01	-2.099031e+01	2.792013e-02	2.735890e+00	-7.491756e+00	1.485381e-01	4.918665e-04	1.571876e+00	-1.570068e+00	-1.204160e+00	1.570411e+00	-1.570310e+00	-7.320878e-04	1.522618e-02	-1.687414e-02	-1.311594e-02	-1.449445e-03	-4.997447e-03	-6.470087e-04	-6.890973e-03	
1.462248e+00	-2.570919e+01	-1.948499e+01	-4.201971e-01	1.890897e+00	-6.307229e+00	-7.573510e-02	6.673664e-04	1.571703e+00	-1.570209e+00	-1.204205e+00	1.570401e+00	-1.570356e+00	-7.415944e-04	2.032513e-02	-1.749395e-02	-1.474339e-02	-7.958285e-03	2.577534e-03	-7.977922e-03	1.316737e-04	
1.756966e+00	-2.398705e+01	-1.826179e+01	-8.143101e-01	9.661746e-01	-5.194666e+00	-1.527459e-01	9.070793e-04	1.571529e+00	-1.570357e+00	-1.204329e+00	1.570453e+00	-1.570459e+00	-7.935274e-04	2.803726e-02	-1.729536e-02	-1.469069e-02	-1.739601e-02	7.292284e-03	-1.199247e-02	-1.206724e-02	
